Model,Time1,Time2,Status
avNNet,403.413,6.72355,success
nnet,92.878,1.54796666666667,success
pcaNNet,109.25,1.82083333333333,success
bag,0.857999999999947,0.0142999999999991,error
bagEarth,2161.967,36.0327833333333,success
bagEarthGCV,800.141,13.3356833333333,success
earth,98.2199999999998,1.637,success
gcvEarth,44.288,0.738133333333334,success
bam,929.444,15.4907333333333,success
gam,866.286999999999,14.4381166666667,success
bartMachine,0.342000000000553,0.00570000000000922,error
bayesglm,12.076,0.201266666666667,success
glm,3.64100000000053,0.0606833333333422,success
lm,2.82099999999991,0.0470166666666652,success
blackboost,526.52,8.77533333333334,success
ctree,30.9129999999996,0.515216666666659,success
ctree2,39.6280000000006,0.660466666666677,success
gamboost,43.8819999999996,0.73136666666666,success
glmboost,8.70200000000023,0.145033333333337,success
BstLm,42.866,0.714433333333333,success
bstSm,457.409,7.62348333333333,success
bstTree,1522.291,25.3715166666667,success
spikeslab,22.402,0.373366666666667,success
blasso,1312.089,21.86815,success
blassoAveraged,1321.27,22.0211666666667,success
bridge,1244.221,20.7370166666667,success
lasso,8.08100000000013,0.134683333333336,success
ridge,15.7070000000003,0.261783333333339,success
brnn,878.271999999999,14.6378666666666,success
cubist,758.502,12.6417,success
dnn,1838.552,30.6425333333334,success
enet,36.603000000001,0.610050000000016,success
gamLoess,48.1809999999987,0.803016666666645,success
svmBoundrangeString,0.442000000000917,0.00736666666668195,error
svmExpoString,0.033000000001266,0.0005500000000211,error
svmLinear,310.991,5.18318333333333,success
gbm,110.27,1.83783333333334,success
gbm_h2o,82.5849999999991,1.37641666666665,error
glmnet,8.02399999999943,0.133733333333324,success
glmnet_h2o,80.25,1.3375,error
glm.nb,27.7729999999992,0.46288333333332,success
glmStepAIC,145.543,2.42571666666666,success
lmStepAIC,54.9919999999984,0.916533333333306,success
rlm,35.1740000000027,0.586233333333378,success
icr,14.9520000000011,0.249200000000019,success
kernelpls,2.67599999999948,0.0445999999999913,success
pcr,3.31200000000172,0.0552000000000286,success
simpls,2.96700000000055,0.0494500000000092,success
