Model,Time1,Time2,Status
bayesglm,1.383,0.02305,success
glm,0.432,0.00720000000000001,success
blackboost,55.096,0.918266666666667,success
cforest,47.261,0.787683333333333,success
ctree,1.91199999999999,0.0318666666666665,success
ctree2,4.56099999999999,0.0760166666666666,success
BstLm,4.262,0.0710333333333333,success
bstSm,81.886,1.36476666666667,success
bstTree,73.019,1.21698333333333,success
C5.0,10.191,0.169850000000001,success
C5.0Cost,19.1,0.318333333333334,success
C5.0Rules,1.12700000000001,0.0187833333333335,success
C5.0Tree,1.084,0.0180666666666667,success
CSimca,0.880999999999972,0.0146833333333329,success
Linda,13.984,0.233066666666667,success
QdaCov,8.13800000000003,0.135633333333334,success
rda,5.90100000000001,0.0983500000000002,success
dnn,72.997,1.21661666666667,success
dwdLinear,1.404,0.0233999999999999,success
dwdPoly,37.685,0.628083333333333,success
dwdRadial,5.73100000000005,0.0955166666666675,success
gaussprLinear,43.937,0.732283333333334,success
gaussprPoly,37.4039999999999,0.623399999999999,success
gaussprRadial,1.3649999999999,0.0227499999999983,success
lssvmRadial,64.264,1.07106666666667,success
svmLinear,1.69499999999994,0.0282499999999989,success
svmPoly,21.0459999999999,0.350766666666666,success
svmRadial,2.47699999999998,0.0412833333333329,success
svmRadialCost,2.47700000000009,0.0412833333333348,success
svmRadialSigma,7.14499999999998,0.119083333333333,success
svmRadialWeights,6.29499999999996,0.104916666666666,success
evtree,134.272,2.23786666666667,success
FRBCS.CHI,900.413,15.0068833333333,success
FRBCS.W,897.874,14.9645666666667,success
gamboost,8.17200000000048,0.136200000000008,success
gamLoess,20.5699999999997,0.342833333333328,success
gamSpline,33.2150000000001,0.553583333333336,success
gbm,3.04299999999967,0.0507166666666611,success
glmnet,6.1309999999994,0.102183333333323,success
glmboost,1.29299999999967,0.0215499999999944,success
glmStepAIC,7.5679999999993,0.126133333333322,success
lda,0.278000000000247,0.00463333333333746,success
lda2,0.316000000000713,0.00526666666667855,success
qda,0.28400000000147,0.00473333333335783,success
hda,84.6719999999987,1.41119999999998,success
hdda,0.970999999999549,0.0161833333333258,success
J48,11.2960000000003,0.188266666666671,success
JRip,33.0990000000002,0.551650000000003,success
LMT,6.30000000000109,0.105000000000018,success
OneR,1.01899999999841,0.0169833333333069,success
PART,6.88800000000083,0.114800000000014,success
kernelpls,0.501000000000204,0.00835000000000339,success
simpls,0.529000000000451,0.00881666666667419,success
widekernelpls,2.57300000000032,0.0428833333333387,success
kknn,4.58499999999913,0.0764166666666521,success
knn,0.668000000001484,0.0111333333333581,success
loclda,16.3169999999991,0.271949999999985,success
stepLDA,21.6679999999997,0.361133333333328,success
stepQDA,20.7579999999998,0.345966666666664,success
LogitBoost,1.13000000000102,0.0188333333333503,success
lvq,1.51199999999881,0.0251999999999801,success
Mlda,0.511000000000422,0.0085166666666737,success
RFlda,7.49799999999959,0.12496666666666,success
mlp,6.05500000000029,0.100916666666672,success
mlpML,6.07500000000073,0.101250000000012,success
mlpWeightDecay,18.4220000000005,0.307033333333341,success
mlpWeightDecayML,18.5760000000009,0.309600000000016,success
monmlp,37.4660000000003,0.624433333333339,success
msaenet,243.637999999999,4.06063333333332,success
naive_bayes,1.16200000000026,0.019366666666671,success
ordinalNet,887.978999999999,14.79965,success
parRF,9.91799999999967,0.165299999999994,success
ranger,8.26100000000042,0.13768333333334,success
svmLinear2,1.73800000000119,0.0289666666666866,success
svmLinearWeights,5.3119999999999,0.0885333333333316,success
ownn,9.71599999999853,0.161933333333309,success
snn,13.235999999999,0.220599999999983,success
pam,0.485999999998967,0.00809999999998278,success
partDSA,46.5799999999999,0.776333333333332,success
pda,0.783999999999651,0.0130666666666608,success
pda2,0.81000000000131,0.0135000000000218,success
plr,7.65999999999985,0.127666666666664,success
plsRglm,17.8670000000002,0.297783333333337,success
PRIM,741.333999999999,12.3555666666666,success
rf,4.64099999999962,0.0773499999999937,success
rfRules,56.6869999999999,0.944783333333332,success
RRF,10.3289999999997,0.172149999999995,success
rmda,4.03399999999965,0.0672333333333275,success
rocc,2.04599999999846,0.0340999999999743,success
rotationForest,4.26200000000063,0.0710333333333438,success
rotationForestCp,6.01500000000124,0.100250000000021,success
rpart,0.917000000001281,0.0152833333333547,success
rpart1SE,0.997999999999593,0.0166333333333265,success
rpart2,0.976999999998952,0.0162833333333159,success
rpartCost,1.60800000000017,0.0268000000000029,success
rpartScore,3.58499999999913,0.0597499999999854,success
RRFglobal,2.52800000000025,0.0421333333333375,success
RSimca,1.67599999999948,0.0279333333333246,success
sda,1.75800000000163,0.0293000000000272,success
sdwd,2.28399999999965,0.0380666666666608,success
slda,1.13600000000042,0.0189333333333404,success
treebag,1.61000000000058,0.026833333333343,success
spls,8.2510000000002,0.13751666666667,success
vglmAdjCat,3.21099999999933,0.0535166666666555,success
vglmContRatio,5.73699999999917,0.0956166666666528,success
vglmCumulative,5.55099999999948,0.0925166666666579,success
xyf,5.30199999999968,0.0883666666666613,success
